"Project ID","Created date","Customer name","Due date","Estimate name","Has Estimate","Has uninvoiced charge","Item category name","Item class","Item code","Item Customer","Item description","Item family name","Item type","Date last Job completed ","Performance","Planned end","Planned start","Project code","Project description","Project status","Reference 1","Reference 2","Reference 3","Scenario name","Site name","Standard people","Standard units per hour","Total charge","Uninvoiced total charge","Uninvoiced total charge per unit","Uninvoiced units produced","Unit of measure","Units expected","Units Produced","Units remaining"
"2054631","2020-Jan-06 10:53 AM","WIT Group","2020-Jan-10 10:52 AM","203-22-0449 - DOUGLAS","Yes","Yes","","","WITH-WC-02","WIT Group","203-22-0449 G&G Tropical Cherry Spark Water 3Ct/8Pk","","Finished Good","2020-Jan-08 10:37 AM","100.00%","2020-Jan-10 10:53 AM","2020-Jan-07 10:53 AM","0449 - TROP CHERRY - 010620","","Closed","","","","L - 203-22-0449","West Chicago","11.00","800.00000","3002.95","3002.95","0.95000","3161.00000","cases","3195.00000","3161.00000","34.00000"
"2054629","2020-Jan-06 10:52 AM","WIT Group","2020-Jan-10 10:52 AM","203-22-0460 - DOUGLAS","Yes","Yes","","","WITH-WC-07","WIT Group","203-22-0460 G&G Straw Mango Spark Water 3Ct/8Pk","","Finished Good","2020-Jan-07 09:45 AM","100.00%","2020-Jan-10 10:53 AM","2020-Jan-07 10:53 AM","0460 - STRAW MANG - 010620","","Closed","","","","L - 203-22-0460","West Chicago","11.00","800.00000","2120.40","2120.40","0.95000","2232.00000","cases","2232.00000","2232.00000","0.00000"
"2054625","2020-Jan-06 10:50 AM","WIT Group","2020-Jan-10 10:50 AM","203-22-0448 - DOUGLAS","Yes","Yes","","","WITH-WC-01","WIT Group","203-22-0448 G&G Watermelon Spark Water 3Ct/8Pk","","Finished Good","2020-Jan-07 07:00 AM","100.00%","2020-Jan-07 10:53 AM","2020-Jan-06 10:53 AM","0448 - WATERMELON - 01062020","","Closed","","","","L - 203-22-0448","West Chicago","11.00","800.00000","2112.80","2112.80","0.95000","2224.00000","cases","2232.00000","2224.00000","8.00000"
"2054622","2020-Jan-06 10:48 AM","WIT Group","2020-Jan-09 10:48 AM","203-22-0453 - DOUGLAS","Yes","Yes","","","WITH-WC-06","WIT Group","203-22-0453 G&G Cranberry Citrus Spark Water 3Ct/8Pk","","Finished Good","2020-Jan-06 02:51 PM","100.00%","2020-Jan-09 10:49 AM","2020-Jan-06 10:49 AM","0453 - CRAN - 01062020","","Closed","","","","L - 203-22-0453","West Chicago","11.00","800.00000","2042.50","2042.50","0.95000","2150.00000","cases","2153.00000","2150.00000","3.00000"
"2053835","2020-Jan-05 09:24 PM","Conagra","2020-Jan-12 10:24 PM","2620011767 - JS1","Yes","Yes","","","CONAGRA-WC-46","Conagra","2620011767 David'S 4/12Ct Jumbo Org Multipack","","Finished Good","2020-Jan-07 10:30 PM","100.00%","2020-Jan-12 10:24 PM","2020-Jan-06 10:24 AM","2620011767 - 3201500-10","Ran out wip","Closed","","","","L - 2620011767","West Chicago","7.00","580.00000","3295.08","3295.08","0.36000","9153.00000","cases","9000.00000","9153.00000","-153.00000"
"2053833","2020-Jan-05 09:03 PM","WIT Group","2020-Jan-06 10:02 PM","203-22-0447 - DOUGLAS","Yes","Yes","","","WITH-WC-10","WIT Group","203-22-0447 G&G Grapefruit Spark Water 3Ct/8Pk","","Finished Good","2020-Jan-06 12:00 PM","100.00%","2020-Jan-06 01:49 PM","2020-Jan-06 09:49 AM","0447 - GRPFRT - 010619","","Closed","","","","L - 203-22-0447","West Chicago","11.00","800.00000","3400.05","3400.05","0.95000","3579.00000","cases","3579.00000","3579.00000","0.00000"
"2053832","2020-Jan-05 08:48 PM","Conagra","2020-Jan-08 09:48 PM","7092047654 - SMR1/SMR2","Yes","Yes","","","CONAGRA-WC-58","Conagra","7092047654 Swiss Miss 160/50Ct Milk Choc Cocoa","","Finished Good","2020-Jan-08 07:00 PM","100.00%","2020-Jan-07 09:49 PM","2020-Jan-06 05:00 AM","7092047654 - 3196442-50","","Closed","","","","L - 7092047654","West Chicago","21.00","6.00000","16147.20","16147.20","139.20000","116.00000","pallets","116.00000","116.00000","0.00000"
"2053831","2020-Jan-05 08:41 PM","Cargill","2020-Jan-12 09:41 PM","110026538 - LOEWS BLENDER","Yes","Yes","","","CARGILL-WC-02-03","Cargill","110026538 Truvia Cane Sugar Blend 2044Lb Tote - Bulk","","Batch","","100.00%","2020-Jan-08 09:42 PM","2020-Jan-06 05:00 AM","110026538 - 4507507464","","Booked","","4507507464","","L - 110026538","West Chicago","4.00","4000.00000","33690.30","33690.30","0.15000","224602.00000","pounds","290000.00000","224602.00000","65398.00000"
"2053626","2020-Jan-03 03:16 PM","WIT Group","2020-Jan-06 01:16 PM","203-22-0451 - DOUGLAS","Yes","Yes","","","WITH-WC-04","WIT Group","203-22-0451 G&G Ginger Peach Spark Water 3Ct/8Pk","","Finished Good","2020-Jan-04 10:35 AM","100.00%","2020-Jan-06 01:16 PM","2020-Jan-04 01:16 PM","0451 - GNGRPCH - 010319","","Closed","","","","L - 203-22-0451","West Chicago","11.00","800.00000","2600.15","2600.15","0.95000","2737.00000","cases","2738.00000","2737.00000","1.00000"
"2053558","2020-Jan-03 02:53 PM","WIT Group","2020-Jan-06 02:53 PM","203-22-0450 - DOUGLAS","Yes","Yes","","","WITH-WC-03","WIT Group","203-22-0450 G&G Cucumber Mint Spark Water 3Ct/8Pk","","Finished Good","2020-Jan-06 08:36 AM","100.00%","2020-Jan-06 02:53 PM","2020-Jan-04 05:53 AM","0450 - CUCUMINT - 010419","","Closed","","","","L - 203-22-0450","West Chicago","11.00","800.00000","4150.55","4150.55","0.95000","4369.00000","cases","4371.00000","4369.00000","2.00000"
"2052206","2020-Jan-03 07:54 AM","Conagra","2020-Jan-12 07:54 AM","7092047687D - SMD1/SMD2","Yes","Yes","","","CONAGRA-WC-64","Conagra","7092047687D Swiss Miss 4/30Ct Milk Choc - Downcount","","Finished Good","2020-Jan-08 12:20 PM","100.00%","2020-Jan-12 07:54 AM","2020-Jan-03 03:30 PM","7092047687D - 3201500-20","","Closed","","","","L - 7092047687D","West Chicago","10.00","486.00000","13062.53","13062.53","0.39100","33408.00000","cases","33408.00000","33408.00000","0.00000"
"2051930","2020-Jan-02 08:13 PM","Conagra","2020-Jan-05 08:13 PM","1601201258 - L1","Yes","Yes","","","CONAGRA-WC-27","Conagra","1601201258 Bigs 12Ct/6.00Oz Original Sunflower Seeds","","Finished Good","","100.00%","2020-Jan-05 08:13 PM","2020-Jan-03 08:13 PM","1601201258 - update","","Closed","","","","L - 1601201258","West Chicago","5.00","250.00000","2555.88","2555.88","1.18000","2166.00000","cases","2166.00000","2166.00000","0.00000"
"2050371","2020-Jan-01 09:34 PM","Ford Gum","2020-Jan-31 09:34 PM","00102 - L5","Yes","Yes","","","FGUM-WC-02","Ford Gum","00102-TRAYR1 Arctic Military Energy Gum","","Finished Good","2020-Jan-10 12:45 PM","100.00%","2020-Jan-12 09:34 PM","2020-Jan-02 05:00 AM","00102 - ARCTIC - 123019","","Closed","","","","L - 00102","West Chicago","4.00","76.00000","8832.00","8832.00","2.20800","4000.00000","trays","4000.00000","4000.00000","0.00000"
"2050370","2020-Jan-01 09:23 PM","Conagra","2020-Jan-05 09:23 PM","2620000669 - JS2","Yes","Yes","","","CONAGRA-WC-83","Conagra","2620000669 DVD ORG SPITTER 8/2/3.75Z","","Finished Good","2020-Jan-06 07:30 PM","100.00%","2020-Jan-06 09:26 PM","2020-Jan-02 07:00 AM","2620000669 - 3196442","","Closed","","","","L - 2620000669","West Chicago","12.00","120.00000","15590.88","15590.88","3.24000","4812.00000","cases","4800.00000","4812.00000","-12.00000"
"2050369","2020-Jan-01 09:14 PM","Conagra","2020-Jan-05 09:14 PM","1601201899 - L1/L2","Yes","Yes","","","CONAGRA-WC-82","Conagra","1601201899 BIGS SPITTER CAN DL PKL 8/2/3.625Z","","Finished Good","2020-Jan-07 03:15 PM","100.00%","2020-Jan-12 09:14 PM","2020-Jan-02 05:00 AM","1601201899 - UPDATE","ConAgra cut order shorter due to demand","Closed","","","","L - 1601201899","West Chicago","7.00","120.00000","27734.40","27734.40","3.24000","8560.00000","cases","9400.00000","8560.00000","840.00000"
"2050368","2020-Jan-01 08:50 PM","Conagra","2020-Jan-05 08:50 PM","9688700219 - SMD1/SMD2","Yes","Yes","","","CONAGRA-WC-67","Conagra","9688700219 Bigs 12Ct/5.35Oz Original Salted & Roasted Sunflower Seeds","","Finished Good","2020-Jan-02 11:00 PM","100.00%","2020-Jan-02 10:51 PM","2020-Jan-02 05:00 AM","9688700219 - 3200620","","Closed","","","","L - 9688700219","West Chicago","5.00","310.00000","5220.00","5220.00","1.04400","5000.00000","cases","5000.00000","5000.00000","0.00000"
"2050367","2020-Jan-01 08:46 PM","Conagra","2020-Jan-05 08:46 PM","9688700220 - L3/L4","Yes","Yes","","","CONAGRA-WC-68","Conagra","9688700220 Bigs 12Ct/5.35Oz Dill Pickle Sunflower Seeds","","Finished Good","2020-Jan-09 07:38 PM","100.00%","2020-Jan-12 08:46 PM","2020-Jan-02 05:00 AM","9688700220 - 3200620","Overshot number","Closed","","","","L - 9688700220","West Chicago","5.00","310.00000","30463.92","30463.92","1.04400","29180.00000","cases","30000.00000","29180.00000","820.00000"
"2050366","2020-Jan-01 08:41 PM","Cargill","2020-Jan-05 08:41 PM","110028350 - LOWE BLENDER","Yes","Yes","","","CARGILL-WC-08-03","Cargill","110028350 Truvia Brown Sugar - Bulk","","Batch","2020-Jan-04 10:45 AM","100.00%","2020-Jan-05 08:41 PM","2020-Jan-02 05:00 AM","110028350 - 4507507497","","Closed","","4507507497","","L - 110028350","West Chicago","4.00","5000.00000","12074.25","12074.25","0.15000","80495.00000","pounds","80495.00000","80495.00000","0.00000"
"2050365","2020-Jan-01 08:33 PM","WIT Group","2020-Jan-02 08:32 PM","203-22-8287 - DOUGLAS","Yes","Yes","","","WITH-WC-13","WIT Group","203-22-8287 G&G STRAW MANGO SPARK WATER 24PK","","Finished Good","2020-Jan-02 03:00 PM","100.00%","2020-Jan-02 08:33 PM","2020-Jan-02 05:33 AM","8287 - STRAWMNGO - 123019","","Closed","","","","L - 203-22-8287","West Chicago","11.00","800.00000","313.50","313.50","0.95000","330.00000","cases","330.00000","330.00000","0.00000"
"2050364","2020-Jan-01 08:28 PM","WIT Group","2020-Jan-02 08:28 PM","203-22-6838 - DOUGLAS","Yes","Yes","","","WITH-WC-12","WIT Group","203-22-6838 G&G LIME SPARK WATER 24PK","","Finished Good","2020-Jan-02 01:37 PM","100.00%","2020-Jan-02 08:29 PM","2020-Jan-02 05:28 AM","6838 - LIME - 123019","","Closed","","","","L - 203-22-6838","West Chicago","0.00","0.00000","313.50","313.50","0.95000","330.00000","cases","330.00000","330.00000","0.00000"
"2050363","2020-Jan-01 08:25 PM","WIT Group","2020-Jan-02 08:25 PM","203-22-1157 - DOUGLAS","Yes","Yes","","","WITH-WC-11","WIT Group","203-22-1157 G&G GINGER PEACH SPARK WATER 24PK","","Finished Good","2020-Jan-02 10:19 AM","100.00%","2020-Jan-03 08:25 PM","2020-Jan-02 05:25 AM","1157 - 24PKGINGER - 123019","","Closed","","","","L - 203-22-1157","West Chicago","12.00","800.00000","313.50","313.50","0.95000","330.00000","cases","330.00000","330.00000","0.00000"
"2050362","2020-Jan-01 08:05 PM","WIT Group","2020-Jan-05 08:05 PM","203-22-0451 - DOUGLAS","Yes","Yes","","","WITH-WC-04","WIT Group","203-22-0451 G&G Ginger Peach Spark Water 3Ct/8Pk","","Finished Good","2020-Jan-02 12:36 PM","100.00%","2020-Jan-05 08:06 PM","2020-Jan-02 12:05 PM","0451 - GNGRPCH - 123019","","Closed","","","","L - 203-22-0451","West Chicago","11.00","800.00000","1437.35","1437.35","0.95000","1513.00000","cases","1513.00000","1513.00000","0.00000"
"2050361","2020-Jan-01 08:04 PM","WIT Group","2020-Jan-05 08:03 PM","203-22-0446 - DOUGLAS","Yes","Yes","","","WITH-WC-08","WIT Group","203-22-0446 G&G Rasp Blackberry Spark Water 3Ct/8Pk","","Finished Good","2020-Jan-04 07:45 AM","100.00%","2020-Jan-05 08:04 PM","2020-Jan-03 05:04 AM","0446 - RASP BLCKBRY - 123019","","Closed","","","","L - 203-22-0446","West Chicago","11.00","800.00000","4519.15","4519.15","0.95000","4757.00000","cases","4763.00000","4757.00000","6.00000"
"2050358","2020-Jan-01 08:01 PM","WIT Group","2020-Jan-05 08:01 PM","203-22-0452 - DOUGLAS","Yes","Yes","","","WITH-WC-05","WIT Group","203-22-0452 G&G Coconut Pineapple Spark Water 3Ct/8Pk","","Finished Good","2020-Jan-03 07:34 AM","100.00%","2020-Jan-05 08:02 PM","2020-Jan-03 05:02 AM","0452 - COCOPINE - 123019","","Closed","","","","L - 203-22-0452","West Chicago","11.00","800.00000","4237.00","4237.00","0.95000","4460.00000","cases","4464.00000","4460.00000","4.00000"
"2050357","2020-Jan-01 07:58 PM","WIT Group","2020-Jan-05 07:58 PM","203-22-0460 - DOUGLAS","Yes","Yes","","","WITH-WC-07","WIT Group","203-22-0460 G&G Straw Mango Spark Water 3Ct/8Pk","","Finished Good","2020-Jan-03 12:53 PM","100.00%","2020-Jan-05 07:58 PM","2020-Jan-03 07:58 PM","0460 - STRAWBRY - 123019","","Closed","","","","L - 203-22-0460","West Chicago","11.00","800.00000","2235.35","2235.35","0.95000","2353.00000","cases","2353.00000","2353.00000","0.00000"
"2050356","2020-Jan-01 07:46 PM","WIT Group","2020-Jan-05 07:46 PM","203-22-0445 - DOUGLAS","Yes","Yes","","","WITH-WC-09","WIT Group","203-22-0445 G&G Lime Spark Water 3Ct/8Pk","","Finished Good","2020-Jan-03 09:41 AM","100.00%","2020-Jan-04 07:47 PM","2020-Jan-02 10:47 AM","0445 - LIME - 123019","","Closed","","","","L - 203-22-0445","West Chicago","11.00","800.00000","1714.75","1714.75","0.95000","1805.00000","cases","1809.00000","1805.00000","4.00000"
