"Job","Actual cost of labor and materials","Actual cost of labor and materials per unit","Actual gross margin","Actual gross profit","Actual Job end date","Actual Job start date","Actual Labor cost","Actual Labor cost per person hour","Actual Labor cost per unit","Actual labor margin","Actual labor profit","Actual machine cost","Actual machine cost per unit","Actual materials cost","Actual materials cost per unit","Actual person hours","Actual person hours payable","Actual person hours per unit","Actual person hours productive","Actual total cost","Actual total cost per unit","Actual total margin","Actual total profit","Actual units per person hour","Availability","Customer name","Duration","Estimate name","Expected cost of labor and materials","Expected cost of labor and materials per unit","Expected gross margin","Expected gross profit","Expected Labor cost","Expected Labor cost per unit","Expected Labor margin","Expected Labor profit","Expected materials cost","Expected materials cost per unit","Expected total charge","Expected total charge per unit","Expected total cost","Expected total cost per unit","Expected total margin","Expected total profit","Invoice ID","Invoiced","Invoice date","Item alternate code 1","Item alternate code 2","Item category name","Item class","Item code","Item Customer","Item description","Item family name","Item type","Job comments","Job reference","Job status","Labor charge","Labor charge per person hour","Labor charge per unit","Labor percentage of charge","Line Efficiency","Line leader name","Line name","Machine hours","Machine Hours per unit","Machine hours productive","Materials charge","Materials charge per unit","Number of personnel","Number of Time Records","Overhead charge","Overhead charge per unit","Overhead cost","Overhead cost per unit","Performance","Project code","Project description","Project ID","Project reference 1","Project reference 2","Project Reference 3","Reconciliation completed at","Reconciliation status","Scenario name","Service Category","Signed Off","Site name","Standard people","Standard person hours","Standard Person Hours per unit","Standard units per hour","Total charge","Total charge per unit","Unit of measure","Units expected","Units produced","Units remaining"
"3981686","3838.18","0.15750","-5.00%","-182.83","2020-Jan-07 03:51 PM","2020-Jan-07 12:15 PM","182.83","18.09","0.00750","95.00%","3472.52","0.00","0.00000","3655.35","0.15000","10.11","10.11","0.00037","9.00","3838.18","0.15750","-5.00%","-182.83","2706.97","96.83%","Cargill","3.61","110026538 - LOEWS BLENDER","0.00","0.00000","100.00%","3655.35","0.00","0.00000","100.00%","3655.35","0.00","0.00000","3655.35","0.15","0.00","0.00000","-5.00%","-182.83","","No","","110026538","","","","CARGILL-WC-02-03","Cargill","110026538 Truvia Cane Sugar Blend 2044Lb Tote - Bulk","","Batch","","","Stopped","3655.35","361.63","0.15000","5.00%","262.12%","","C1","","0.00000","0.00","0.00","0.00000","2.00","3","0.00","0.00000","0.00","0.00000","270.70%","110026538 - 4507507464","","2053831","","4507507464","","2020-Jan-07 03:49 PM","Reconciliation complete","L - 110026538","","No","West Chicago","4.00000","24.37","0.00100","4000.00000","3655.35","0.15000","lbs","24369.00000","24369.00000","0.00"
"3986745","818.23","1.54675","-48.16%","-265.95","2020-Jan-07 03:30 PM","2020-Jan-07 12:15 PM","263.46","17.00","0.49803","52.11%","286.70","0.00","0.00000","554.77","1.04872","15.50","15.50","0.02615","13.83","818.23","1.54675","-48.16%","-265.95","38.24","97.08%","Conagra","3.25","1601201112 - L2/L6","0.00","0.00000","100.00%","550.16","0.00","0.00000","100.00%","550.16","0.00","0.00000","550.16","1.04","0.00","0.00000","-48.73%","-268.07","","No","","1601201112","","","","CONAGRA-WC-15","Conagra","1601201112 Bigs 12Ct/5.00Oz Ss Pumpkin Seeds","","Finished Good","","","Stopped","550.16","35.49","1.04000","47.70%","109.18%","","L6","","0.00000","0.00","0.00","0.00000","4.00","5","0.00","0.00000","0.00","0.00000","112.47%","1601201112 - UPDATE","","2047517","","","","2020-Jan-07 03:32 PM","Reconciliation complete","L - 1601201112","","No","West Chicago","5.00000","15.56","0.02941","170.00000","552.28","1.04400","cs","900.00000","529.00000","371.00"
"3985047","1912.89","1.17283","-23.46%","-363.44","2020-Jan-07 12:16 PM","2020-Jan-07 09:45 AM","363.44","16.51","0.22283","76.54%","1186.01","0.00","0.00000","1549.45","0.95000","27.52","22.01","0.01103","17.99","1912.89","1.17283","-23.46%","-363.44","90.66","81.73%","WIT Group","2.52","203-22-0449 - DOUGLAS","0.00","0.00000","100.00%","1549.45","0.00","0.00000","100.00%","1549.45","0.00","0.00000","1549.45","0.95","0.00","0.00000","-23.46%","-363.44","","No","","203-22-0449","","","","WITH-WC-02","WIT Group","203-22-0449 G&G Tropical Cherry Spark Water 3Ct/8Pk","","Finished Good","","","Stopped","1549.45","56.30","0.95000","23.46%","101.88%","","DOUGLAS","","0.00000","0.00","0.00","0.00000","8.00","11","0.00","0.00000","0.00","0.00000","124.66%","0449 - TROP CHERRY - 010620","","2054631","","","","2020-Jan-07 12:14 PM","Reconciliation complete","L - 203-22-0449","","No","West Chicago","11.00000","22.43","0.01375","800.00000","1549.45","0.95000","cs","1631.00000","1631.00000","0.00"
"3981707","2644.16","0.62128","-72.58%","-1112.00","2020-Jan-07 03:29 PM","2020-Jan-07 07:00 AM","1171.58","16.28","0.27528","23.53%","360.58","0.00","0.00000","1472.58","0.34600","76.39","71.95","0.01550","65.99","2644.16","0.62128","-72.58%","-1112.00","64.50","99.18%","Conagra","8.49","2620011767 - JS1","0.00","0.00000","100.00%","1532.16","0.00","0.00000","100.00%","1532.16","0.00","0.00000","1532.16","0.36","0.00","0.00000","-72.58%","-1112.00","","No","","2620011767","","","","CONAGRA-WC-46","Conagra","2620011767 David'S 4/12Ct Jumbo Org Multipack","","Finished Good","","","Stopped","1532.16","20.06","0.36000","76.47%","77.20%","","JS1","","0.00000","0.00","0.00","0.00000","7.00","9","0.00","0.00000","0.00","0.00000","77.84%","2620011767 - 3201500-10","Ran out wip","2053835","","","","2020-Jan-07 03:28 PM","Reconciliation complete","L - 2620011767","","No","West Chicago","7.00000","51.37","0.01207","580.00000","1532.16","0.36000","cs","4256.00000","4256.00000","0.00"
"3985042","2619.77","1.17373","-23.55%","-499.37","2020-Jan-07 09:45 AM","2020-Jan-07 07:00 AM","499.37","16.51","0.22373","76.45%","1621.03","0.00","0.00000","2120.40","0.95000","30.25","30.25","0.01141","25.46","2619.77","1.17373","-23.55%","-499.37","87.68","95.76%","WIT Group","2.75","203-22-0460 - DOUGLAS","0.00","0.00000","100.00%","2120.40","0.00","0.00000","100.00%","2120.40","0.00","0.00000","2120.40","0.95","0.00","0.00000","-23.55%","-499.37","","No","","203-22-0460","","","","WITH-WC-07","WIT Group","203-22-0460 G&G Straw Mango Spark Water 3Ct/8Pk","","Finished Good","","","Stopped","2120.40","70.10","0.95000","23.55%","115.45%","","DOUGLAS","","0.00000","0.00","0.00","0.00000","8.00","11","0.00","0.00000","0.00","0.00000","120.56%","0460 - STRAW MANG - 010620","","2054629","","","","2020-Jan-07 09:34 AM","Reconciliation complete","L - 203-22-0460","","No","West Chicago","11.00000","30.69","0.01375","800.00000","2120.40","0.95000","cs","2232.00000","2232.00000","0.00"
"3985055","1653.91","2.25328","43.95%","1296.77","2020-Jan-07 03:37 PM","2020-Jan-07 06:30 AM","1653.91","16.35","2.25328","43.95%","1296.77","0.00","0.00000","0.00","0.00000","106.65","101.15","0.12611","92.57","1653.91","2.25328","43.95%","1296.77","7.93","98.49%","Cargill","9.12","110027179 - C3","0.00","0.00000","100.00%","2950.68","0.00","0.00000","100.00%","2950.68","0.00","0.00000","2950.68","4.02","0.00","0.00000","43.95%","1296.77","","No","","110027179","","","","CARGILL-WC-09","Cargill","110027179 Truvia 6/30Ct 2G Case","","Finished Good","","","Stopped","2950.68","27.67","4.02000","56.05%","85.90%","","C3","","0.00000","0.00","0.00","0.00000","13.00","20","0.00","0.00000","0.00","0.00000","87.22%","110027179 - 4507434671","TOM DECREASED PO BY 26 CASES AND CLOSED THIS PO. - AO 1/10/2020","2045733","","4507434671","","2020-Jan-07 03:36 PM","Reconciliation complete","L - 110027179","","No","West Chicago","11.00000","80.74","0.11000","100.00000","2950.68","4.02000","cs","734.00000","734.00000","0.00"
"3981468","706.79","0.92999","57.88%","971.29","2020-Jan-07 03:30 PM","2020-Jan-07 04:30 AM","706.79","17.54","0.92999","57.88%","971.29","0.00","0.00000","0.00","0.00000","42.50","40.30","0.04680","35.57","706.79","0.92999","57.88%","971.29","21.37","91.31%","Ford Gum","11.00","00102 - L5","0.00","0.00000","100.00%","1678.08","0.00","0.00000","100.00%","1678.08","0.00","0.00000","1678.08","2.208","0.00","0.00000","57.88%","971.29","","No","","00102-TRAYR1","","","","FGUM-WC-02","Ford Gum","00102-TRAYR1 Arctic Military Energy Gum","","Finished Good","","","Stopped","1678.08","39.48","2.20800","42.12%","102.68%","","L5","","0.00000","0.00","0.00","0.00000","4.00","4","0.00","0.00000","0.00","0.00000","112.45%","00102 - ARCTIC - 123019","","2050371","","","","2020-Jan-07 03:45 PM","Reconciliation complete","L - 00102","","No","West Chicago","4.00000","40.00","0.05263","76.00000","1678.08","2.20800","tr","760.00000","760.00000","0.00"
"3981470","3663.53","1.40365","-34.45%","-938.69","2020-Jan-07 03:36 PM","2020-Jan-07 04:30 AM","912.91","17.87","0.34977","66.37%","1801.49","0.00","0.00000","2750.62","1.05388","53.60","51.10","0.01463","38.20","3663.53","1.40365","-34.45%","-938.69","68.33","79.24%","Conagra","11.10","1601201076 - L3/L4","0.00","0.00000","100.00%","2714.40","0.00","0.00000","100.00%","2714.40","0.00","0.00000","2714.40","1.04","0.00","0.00000","-34.97%","-949.13","","No","","1601201076","","","","CONAGRA-WC-11","Conagra","1601201076 Bigs 12Ct/5.35Oz Old Bay Seasoned Sunflower Seeds","","Finished Good","","","Stopped","2714.40","50.64","1.04000","33.50%","87.33%","","L4","","0.00000","0.00","0.00","0.00000","5.00","5","0.00","0.00000","0.00","0.00000","110.22%","1601201076 - 3200620","Ran short due to seed","2047516","","","","2020-Jan-07 03:35 PM","Reconciliation complete","L - 1601201076","","No","West Chicago","5.00000","42.10","0.01613","310.00000","2724.84","1.04400","cs","2610.00000","2610.00000","0.00"
"3981475","3779.68","0.74638","-90.89%","-1799.65","2020-Jan-08 04:45 AM","2020-Jan-07 04:30 AM","1799.65","17.18","0.35538","9.11%","180.37","0.00","0.00000","1980.02","0.39100","109.83","104.74","0.01546","78.29","3779.68","0.74638","-90.89%","-1799.65","64.69","78.82%","Conagra","24.25","7092047687D - SMD1/SMD2","0.00","0.00000","100.00%","1980.02","0.00","0.00000","100.00%","1980.02","0.00","0.00000","1980.02","0.391","0.00","0.00000","-90.89%","-1799.65","","No","","7092047687D","","","","CONAGRA-WC-64","Conagra","7092047687D Swiss Miss 4/30Ct Milk Choc - Downcount","","Finished Good","","","Stopped","1980.02","18.03","0.39100","90.89%","104.90%","","SMD1","","0.00000","0.00","0.00","0.00000","11.00","12","0.00","0.00000","0.00","0.00000","133.10%","7092047687D - 3201500-20","","2052206","","","","2020-Jan-08 02:31 AM","Reconciliation complete","L - 7092047687D","","No","West Chicago","10.00000","104.20","0.02058","486.00000","1980.02","0.39100","cs","5064.00000","5064.00000","0.00"
"3981539","1095.53","0.82185","55.81%","1383.85","2020-Jan-07 03:30 PM","2020-Jan-07 04:30 AM","1087.58","17.86","0.81589","56.13%","1391.80","0.00","0.00000","7.95","0.00596","64.00","60.90","0.04244","56.57","1095.53","0.82185","55.81%","1383.85","23.56","98.56%","Cargill","11.00","110002924 - C2","0.00","0.00000","100.00%","2479.38","0.00","0.00000","100.00%","2479.38","0.00","0.00000","2479.38","1.86","0.00","0.00000","55.81%","1383.85","","No","","110002924","","","","CARGILL-WC-02","Cargill","110002924 Truvia Baking Blend 8/24Oz Case","","Finished Good","","","Stopped","2479.38","38.74","1.86000","43.87%","96.77%","","C2","","0.00000","0.00","0.00","0.00000","6.00","6","0.00","0.00000","0.00","0.00000","98.18%","110002924 - 4507434634 - 121319","","2036160","","4507434634","","2020-Jan-07 03:36 PM","Reconciliation complete","L - 110002924","","No","West Chicago","5.00000","55.54","0.04167","120.00000","2479.38","1.86000","cs","1333.00000","1333.00000","0.00"
"3981675","4896.66","4.31804","-33.27%","-1222.50","2020-Jan-07 03:15 PM","2020-Jan-07 04:30 AM","1222.50","16.86","1.07804","66.73%","2451.66","0.00","0.00000","3674.16","3.24000","72.50","72.50","0.05959","67.58","4896.66","4.31804","-33.27%","-1222.50","16.78","96.31%","Conagra","10.75","1601201899 - L1/L2","0.00","0.00000","100.00%","3674.16","0.00","0.00000","100.00%","3674.16","0.00","0.00000","3674.16","3.24","0.00","0.00000","-33.27%","-1222.50","","No","","1601201899","","","","CONAGRA-WC-82","Conagra","1601201899 BIGS SPITTER CAN DL PKL 8/2/3.625Z","","Finished Good","","","Stopped","3674.16","50.68","3.24000","33.27%","94.28%","","L2","","0.00000","0.00","0.00","0.00000","7.00","7","0.00","0.00000","0.00","0.00000","97.89%","1601201899 - UPDATE","ConAgra cut order shorter due to demand","2050369","","","","2020-Jan-07 03:19 PM","Reconciliation complete","L - 1601201899","","No","West Chicago","7.00000","66.15","0.05833","120.00000","3674.16","3.24000","cs","1134.00000","1134.00000","0.00"
"3981680","4440.52","1.35299","-29.60%","-1014.12","2020-Jan-07 03:30 PM","2020-Jan-07 04:30 AM","1012.91","17.31","0.30863","70.44%","2413.50","0.00","0.00000","3427.61","1.04437","61.23","58.50","0.01503","49.33","4440.52","1.35299","-29.60%","-1014.12","66.53","89.14%","Conagra","11.00","9688700220 - L3/L4","0.00","0.00000","100.00%","3426.41","0.00","0.00000","100.00%","3426.41","0.00","0.00000","3426.41","1.044","0.00","0.00000","-29.60%","-1014.12","","No","","9688700220","","","","CONAGRA-WC-68","Conagra","9688700220 Bigs 12Ct/5.35Oz Dill Pickle Sunflower Seeds","","Finished Good","","","Stopped","3426.41","55.96","1.04400","29.56%","95.66%","","L3","","0.00000","0.00","0.00","0.00000","3.00","6","0.00","0.00000","0.00","0.00000","107.31%","9688700220 - 3200620","Overshot number","2050367","","","","2020-Jan-07 03:28 PM","Reconciliation complete","L - 9688700220","","No","West Chicago","5.00000","52.94","0.01613","310.00000","3426.41","1.04400","cs","3255.00000","3282.00000","-27.00"
"3981694","10680.76","205.39928","-47.56%","-3442.36","2020-Jan-07 03:31 PM","2020-Jan-07 04:30 AM","3442.36","16.15","66.19928","52.44%","3796.04","0.00","0.00000","7238.40","139.20000","213.19","213.19","3.62566","188.53","10680.76","205.39928","-47.56%","-3442.36","0.28","88.43%","Conagra","11.03","7092047654 - SMR1/SMR2","0.00","0.00000","100.00%","7238.40","0.00","0.00000","100.00%","7238.40","0.00","0.00000","7238.40","139.2","0.00","0.00000","-47.56%","-3442.36","","No","","7092047654","","","","CONAGRA-WC-58","Conagra","7092047654 Swiss Miss 160/50Ct Milk Choc Cocoa","","Finished Good","","","Stopped","7238.40","33.95","139.20000","47.56%","85.37%","","COFFEE1","","0.00000","0.00","0.00","0.00000","15.00","22","0.00","0.00000","0.00","0.00000","96.53%","7092047654 - 3196442-50","","2053832","","","","2020-Jan-07 03:30 PM","Reconciliation complete","L - 7092047654","","No","West Chicago","21.00000","182.00","3.50000","6.00000","7238.40","139.20000","pl","52.00000","52.00000","0.00"
"3985051","2054.29","1.16721","-22.86%","-382.29","2020-Jan-07 07:00 AM","2020-Jan-07 04:30 AM","382.29","16.62","0.21721","77.14%","1289.71","0.00","0.00000","1672.00","0.95000","23.00","23.00","0.01245","21.92","2054.29","1.16721","-22.86%","-382.29","80.29","95.31%","WIT Group","2.50","203-22-0448 - DOUGLAS","0.00","0.00000","100.00%","1672.00","0.00","0.00000","100.00%","1672.00","0.00","0.00000","1672.00","0.95","0.00","0.00000","-22.86%","-382.29","","No","","203-22-0448","","","","WITH-WC-01","WIT Group","203-22-0448 G&G Watermelon Spark Water 3Ct/8Pk","","Finished Good","","","Stopped","1672.00","72.70","0.95000","22.86%","105.22%","","DOUGLAS","","0.00000","0.00","0.00","0.00000","8.00","11","0.00","0.00000","0.00","0.00000","110.40%","0448 - WATERMELON - 01062020","","2054625","","","","2020-Jan-07 06:56 AM","Reconciliation complete","L - 203-22-0448","","No","West Chicago","11.00000","24.20","0.01375","800.00000","1672.00","0.95000","cs","1786.00000","1760.00000","26.00"
"3985052","280.33","0.27565","34.37%","146.81","2020-Jan-07 10:34 AM","2020-Jan-07 04:30 AM","280.33","16.49","0.27565","34.37%","146.81","0.00","0.00000","0.00","0.00000","17.00","17.00","0.01465","14.90","280.33","0.27565","34.37%","146.81","68.26","87.65%","KDRP","6.08","10123627 - KDPMANUAL","0.00","0.00000","100.00%","427.14","0.00","0.00000","100.00%","427.14","0.00","0.00000","427.14","0.42","0.00","0.00000","34.37%","146.81","","No","","10123627","","","","KDRP-WC-02","KDRP","10123627 6Pk X2 Benner Peach Tea - New Bom","","Finished Good","","","Stopped","427.14","25.13","0.42000","65.63%","63.82%","","JS2","","0.00000","0.00","0.00","0.00000","8.00","9","0.00","0.00000","0.00","0.00000","72.81%","10123627 - KDRP TEA - 123019","two phantom pallets were created by 1st shift on Monday, 01/06 that had to be removed from the system. - ls","2049374","","","","2020-Jan-07 10:34 AM","Reconciliation complete","L - 10123627","","No","West Chicago","8.00000","10.85","0.01067","750.00000","427.14","0.42000","cs","1017.00000","1017.00000","0.00"
"3984843","1554.19","0.77131","-114.25%","-828.79","2020-Jan-07 02:00 AM","2020-Jan-06 07:30 PM","857.00","16.32","0.42531","-18.14%","-131.60","0.00","0.00000","697.19","0.34600","52.50","52.50","0.02325","46.85","1554.19","0.77131","-114.25%","-828.79","43.01","99.16%","Conagra","6.50","2620011767 - JS1","0.00","0.00000","100.00%","725.40","0.00","0.00000","100.00%","725.40","0.00","0.00000","725.40","0.36","0.00","0.00000","-114.25%","-828.79","","No","","2620011767","","","","CONAGRA-WC-46","Conagra","2620011767 David'S 4/12Ct Jumbo Org Multipack","","Finished Good","","","Stopped","725.40","13.82","0.36000","118.14%","51.47%","","JS1","","0.00000","0.00","0.00","0.00000","3.00","9","0.00","0.00000","0.00","0.00000","51.91%","2620011767 - 3201500-10","Ran out wip","2053835","","","","2020-Jan-07 01:48 AM","Reconciliation complete","L - 2620011767","","No","West Chicago","7.00000","24.32","0.01207","580.00000","725.40","0.36000","cs","2015.00000","2015.00000","0.00"
"3981471","4087.88","1.34029","-28.38%","-903.68","2020-Jan-07 03:15 AM","2020-Jan-06 03:15 PM","892.84","17.27","0.29274","71.85%","2279.16","0.00","0.00000","3195.04","1.04755","54.25","51.71","0.01313","40.05","4087.88","1.34029","-28.38%","-903.68","76.15","82.50%","Conagra","12.00","1601201076 - L3/L4","0.00","0.00000","100.00%","3172.00","0.00","0.00000","100.00%","3172.00","0.00","0.00000","3172.00","1.04","0.00","0.00000","-28.87%","-915.88","","No","","1601201076","","","","CONAGRA-WC-11","Conagra","1601201076 Bigs 12Ct/5.35Oz Old Bay Seasoned Sunflower Seeds","","Finished Good","","","Stopped","3172.00","58.47","1.04000","28.04%","101.34%","","L4","","0.00000","0.00","0.00","0.00000","6.00","6","0.00","0.00000","0.00","0.00000","122.83%","1601201076 - 3200620","Ran short due to seed","2047516","","","","2020-Jan-07 03:16 AM","Reconciliation complete","L - 1601201076","","No","West Chicago","5.00000","49.19","0.01613","310.00000","3184.20","1.04400","cs","3050.00000","3050.00000","0.00"
"3981472","3684.39","0.70032","-79.11%","-1627.34","2020-Jan-07 02:00 AM","2020-Jan-06 03:15 PM","1627.34","16.26","0.30932","20.89%","429.71","0.00","0.00000","2057.05","0.39100","105.25","100.11","0.01722","90.57","3684.39","0.70032","-79.11%","-1627.34","58.09","96.54%","Conagra","10.75","7092047687D - SMD1/SMD2","0.00","0.00000","100.00%","2057.05","0.00","0.00000","100.00%","2057.05","0.00","0.00000","2057.05","0.391","0.00","0.00000","-79.11%","-1627.34","","No","","7092047687D","","","","CONAGRA-WC-64","Conagra","7092047687D Swiss Miss 4/30Ct Milk Choc - Downcount","","Finished Good","","","Stopped","2057.05","19.54","0.39100","79.11%","115.38%","","SMD1","","0.00000","0.00","0.00","0.00000","6.00","10","0.00","0.00000","0.00","0.00000","119.52%","7092047687D - 3201500-20","","2052206","","","","2020-Jan-07 01:55 AM","Reconciliation complete","L - 7092047687D","","No","West Chicago","10.00000","108.25","0.02058","486.00000","2057.05","0.39100","cs","5261.00000","5261.00000","0.00"
"3981516","1668.26","4.64696","-43.42%","-505.10","2020-Jan-06 07:30 PM","2020-Jan-06 03:15 PM","505.10","16.31","1.40696","56.58%","658.06","0.00","0.00000","1163.16","3.24000","35.50","30.96","0.08624","30.96","1668.26","4.64696","-43.42%","-505.10","11.60","100.00%","Conagra","4.25","2620000669 - JS2","0.00","0.00000","100.00%","1163.16","0.00","0.00000","100.00%","1163.16","0.00","0.00000","1163.16","3.24","0.00","0.00000","-43.42%","-505.10","","No","","2620000669","","","","CONAGRA-WC-83","Conagra","2620000669 DVD ORG SPITTER 8/2/3.75Z","","Finished Good","Run out all WIP","","Stopped","1163.16","32.77","3.24000","43.42%","115.96%","","JS1","","0.00000","0.00","0.00","0.00000","3.00","9","0.00","0.00000","0.00","0.00000","115.96%","2620000669 - 3196442","","2050370","","","","2020-Jan-06 07:32 PM","Reconciliation complete","L - 2620000669","","No","West Chicago","12.00000","35.90","0.10000","120.00000","1163.16","3.24000","cs","359.00000","359.00000","0.00"
"3981681","3698.54","1.37034","-31.26%","-880.78","2020-Jan-07 02:15 AM","2020-Jan-06 03:15 PM","869.66","17.22","0.32221","69.14%","1948.10","0.00","0.00000","2828.89","1.04812","53.00","50.50","0.01422","38.38","3698.54","1.37034","-31.26%","-880.78","70.33","80.66%","Conagra","11.00","9688700220 - L3/L4","0.00","0.00000","100.00%","2817.76","0.00","0.00000","100.00%","2817.76","0.00","0.00000","2817.76","1.044","0.00","0.00000","-31.26%","-880.78","","No","","9688700220","","","","CONAGRA-WC-68","Conagra","9688700220 Bigs 12Ct/5.35Oz Dill Pickle Sunflower Seeds","","Finished Good","","","Stopped","2817.76","53.17","1.04400","30.86%","91.49%","","L3","","0.00000","0.00","0.00","0.00000","3.00","5","0.00","0.00000","0.00","0.00000","113.43%","9688700220 - 3200620","Overshot number","2050367","","","","2020-Jan-07 02:08 AM","Reconciliation complete","L - 9688700220","","No","West Chicago","5.00000","43.53","0.01613","310.00000","2817.76","1.04400","cs","3255.00000","2699.00000","556.00"
"3981690","1065.43","0.89307","51.99%","1153.55","2020-Jan-07 02:15 AM","2020-Jan-06 03:15 PM","1055.68","18.04","0.88490","52.42%","1163.30","0.00","0.00000","9.75","0.00817","61.50","58.53","0.04262","50.84","1065.43","0.89307","51.99%","1153.55","23.46","92.40%","Cargill","11.00","110002924 - C2","0.00","0.00000","100.00%","2218.98","0.00","0.00000","100.00%","2218.98","0.00","0.00000","2218.98","1.86","0.00","0.00000","51.99%","1153.55","","No","","110002924","","","","CARGILL-WC-02","Cargill","110002924 Truvia Baking Blend 8/24Oz Case","","Finished Good","","","Stopped","2218.98","36.08","1.86000","47.58%","90.33%","","C2","","0.00000","0.00","0.00","0.00000","6.00","7","0.00","0.00000","0.00","0.00000","97.77%","110002924 - 4507434634 - 121319","","2036160","","4507434634","","2020-Jan-07 02:00 AM","Reconciliation complete","L - 110002924","","No","West Chicago","5.00000","49.71","0.04167","120.00000","2218.98","1.86000","cs","1193.00000","1193.00000","0.00"
"3983260","589.07","1.26955","-33.64%","-148.27","2020-Jan-06 03:30 PM","2020-Jan-06 02:45 PM","148.27","16.60","0.31955","66.36%","292.53","0.00","0.00000","440.80","0.95000","8.93","8.93","0.01832","8.50","589.07","1.26955","-33.64%","-148.27","54.59","95.17%","WIT Group","0.75","203-22-0448 - DOUGLAS","0.00","0.00000","100.00%","440.80","0.00","0.00000","100.00%","440.80","0.00","0.00000","440.80","0.95","0.00","0.00000","-33.64%","-148.27","","No","","203-22-0448","","","","WITH-WC-01","WIT Group","203-22-0448 G&G Watermelon Spark Water 3Ct/8Pk","","Finished Good","","","Stopped","440.80","49.35","0.95000","33.64%","71.43%","","DOUGLAS","","0.00000","0.00","0.00","0.00000","10.00","12","0.00","0.00000","0.00","0.00000","75.06%","0448 - WATERMELON - 01062020","","2054625","","","","2020-Jan-06 03:25 PM","Reconciliation complete","L - 203-22-0448","","No","West Chicago","11.00000","6.38","0.01375","800.00000","440.80","0.95000","cs","464.00000","464.00000","0.00"
"3981676","5460.53","4.55804","-40.68%","-1579.01","2020-Jan-07 03:45 AM","2020-Jan-06 12:30 PM","1579.01","17.33","1.31804","59.32%","2302.51","0.00","0.00000","3881.52","3.24000","95.75","91.10","0.06481","77.65","5460.53","4.55804","-40.68%","-1579.01","15.43","90.68%","Conagra","15.25","1601201899 - L1/L2","0.00","0.00000","100.00%","3881.52","0.00","0.00000","100.00%","3881.52","0.00","0.00000","3881.52","3.24","0.00","0.00000","-40.68%","-1579.01","","No","","1601201899","","","","CONAGRA-WC-82","Conagra","1601201899 BIGS SPITTER CAN DL PKL 8/2/3.625Z","","Finished Good","","","Stopped","3881.52","40.54","3.24000","40.68%","81.62%","","L2","","0.00000","0.00","0.00","0.00000","7.00","10","0.00","0.00000","0.00","0.00000","90.00%","1601201899 - UPDATE","ConAgra cut order shorter due to demand","2050369","","","","2020-Jan-07 03:35 AM","Reconciliation complete","L - 1601201899","","No","West Chicago","7.00000","69.88","0.05833","120.00000","3881.52","3.24000","cs","1198.00000","1198.00000","0.00"
"3983252","2409.12","1.12052","-17.95%","-366.62","2020-Jan-06 02:51 PM","2020-Jan-06 12:00 PM","366.62","16.58","0.17052","82.05%","1675.88","0.00","0.00000","2042.50","0.95000","22.11","22.11","0.00736","15.83","2409.12","1.12052","-17.95%","-366.62","135.78","82.63%","WIT Group","2.86","203-22-0453 - DOUGLAS","0.00","0.00000","100.00%","2042.50","0.00","0.00000","100.00%","2042.50","0.00","0.00000","2042.50","0.95","0.00","0.00000","-17.95%","-366.62","","No","","203-22-0453","","","","WITH-WC-06","WIT Group","203-22-0453 G&G Cranberry Citrus Spark Water 3Ct/8Pk","","Finished Good","","","Stopped","2042.50","92.40","0.95000","17.95%","154.27%","","DOUGLAS","","0.00000","0.00","0.00","0.00000","10.00","12","0.00","0.00000","0.00","0.00000","186.70%","0453 - CRAN - 01062020","","2054622","","","","2020-Jan-06 02:51 PM","Reconciliation complete","L - 203-22-0453","","No","West Chicago","11.00000","29.56","0.01375","800.00000","2042.50","0.95000","cs","2150.00000","2150.00000","0.00"
"3981469","2251.45","1.48512","-42.25%","-668.74","2020-Jan-06 03:30 PM","2020-Jan-06 08:30 AM","642.82","17.63","0.42403","59.23%","933.82","0.00","0.00000","1608.62","1.06110","39.50","36.46","0.01693","25.67","2251.45","1.48512","-42.25%","-668.74","59.05","73.98%","Conagra","7.00","1601201076 - L3/L4","0.00","0.00000","100.00%","1576.64","0.00","0.00000","100.00%","1576.64","0.00","0.00000","1576.64","1.04","0.00","0.00000","-42.80%","-674.81","","No","","1601201076","","","","CONAGRA-WC-11","Conagra","1601201076 Bigs 12Ct/5.35Oz Old Bay Seasoned Sunflower Seeds","","Finished Good","","","Stopped","1576.64","39.91","1.04000","40.62%","70.47%","","L4","","0.00000","0.00","0.00","0.00000","6.00","6","0.00","0.00000","0.00","0.00000","95.25%","1601201076 - 3200620","Ran short due to seed","2047516","","","","2020-Jan-06 03:54 PM","Reconciliation complete","L - 1601201076","","No","West Chicago","5.00000","24.45","0.01613","310.00000","1582.70","1.04400","cs","1516.00000","1516.00000","0.00"
